session_id,title,description,speakers,speaker_company,speaker_title,track,format,day,time,duration_min,room,level,tags,persona_fit,catalog_url
ML218,"Powering Production ML at Scale with Snowflake Feature Store
","Production ML relies on features that are consistent, governed and available in real time. In this session, we share what’s new in Snowflake Feature Store and how teams productionize large-scale ML with minimal operational overhead. We'll highlight new product capabilities that simplify feature reuse and improve freshness, reliability and performance improvement around efficient aggregations. You will hear about Attentive's customer journey migrating its feature store to Snowflake for streamlined production-grade ML efficiently across the organization at scale.",,,,Machine Learning,Breakout Session,Thursday June 4,12:00 PM - 12:45 PM,45,"Room 151 (Moscone South, Upper Mezzanine)",Intermediate,"AI,ML,Performance,Feature Store",Data Scientist;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ML218&tab.sessioncatalogtab=1714168666431001NNiH
AR107,"Scale Intelligence, Not Infrastructure: Unify Your Data Estate with Microsoft","Stop managing infrastructure and start scaling intelligence. Data silos shouldn't hold your AI initiatives and business insights hostage. In this session, you’ll learn how Microsoft and Snowflake make it easy to unify your data estate with native integrations that embrace interoperability, powering your analytics, AI and business applications — without complex infrastructure maintenance. We’ll showcase the latest advancements in connecting Snowflake with Power BI, Microsoft Fabric, Microsoft 365 Copilot and Teams to fuel everyday workflows, enhance productivity and drive business transformation.",Shankar Narayanan SGS,Microsoft,Principal Architect,Architecture,Theater Session,Thursday June 4,12:00 PM - 12:20 PM,20,"Vertical Village Theater 1 (Basecamp, South Hall A)",Beginner,"AI,Analytics,Intelligence,Microsoft,Fabric",Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR107&tab.sessioncatalogtab=1714168666431001NNiH
PO219,The Optima Vision: Making it Impossible to Run Inefficiently on Snowflake,"Snowflake Optima is our new optimization engine that represents a paradigm shift in effortless performance. It leverages deep intelligence, automatically analyzes your workload history and delivers intelligent optimizations that automatically accelerate performance. The result: industry-leading performance, made even simpler. This session dives deep into how Optima automatically optimizes your workloads and announces exciting new Optima features.",Tim Sander; Julian Weise,Snowflake,Senior Product Manager,Platform & Optimization,Theater Session,Thursday June 4,12:00 PM - 12:20 PM,20,"Basecamp South Theater 2 (Basecamp, South Hall A)",Intermediate,"RAG,Performance,Optimization,Intelligence",Data Scientist;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO219&tab.sessioncatalogtab=1714168666431001NNiH
AI241,Building the Block Data MCP: A Blueprint for Gen AI Insights and Analytics,"Your data warehouse holds the answers to your most important business questions. But without an AI-ready data architecture, the LLM can’t access or use them. We solved this problem at Block by building the Block Data MCP, combining a governed semantic layer, a Snowflake client and AI agents (Goose), to map business questions to trusted metrics, layered with generative AI insights. In this session we share how we designed and implemented the underlying architecture, eliminated AI hallucinations through deterministic data flows, and scaled our Block Data MCP to support ~2,000 internal data users and various business use cases.",Alyssa Ransbury; Zach Stanford,Block,Data & ML Platform Tech Lead,AI & ML,Breakout Session,Thursday June 4,12:30 PM - 01:15 PM,45,"Room 160 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Agents,LLM,Analytics,Warehouse,Semantic",Architect;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI241&tab.sessioncatalogtab=1714168666431001NNiH
DE233,From Customer to Co‑Creator: Aviv’s Role in Shaping dbt Projects on Snowflake,"When a KKR‑backed European classifieds group committed to rebuilding its data platform in under six months, it also reframed Snowflake as a co‑builder rather than a vendor. Aviv and Snowflake formed a joint squad of product managers, engineers and data practitioners focused on dbt Projects on Snowflake. Aviv gained faster, cleaner delivery of five revenue‑critical data products and a single governed way of working. Attendees will see how Snowflake gained a demanding early adopter whose real‑world requirements and design reviews directly shaped the maturity, usability and roadmap of dbt Projects.",Uche Nkadi; António Costa,Snowflake,Senior Product Manager,Data Engineering,Breakout Session,Thursday June 4,12:30 PM - 01:15 PM,45,"Room 211 (Moscone South, Level 2)",Intermediate,"AI,dbt",Data Engineer;Architect;Developer;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE233&tab.sessioncatalogtab=1714168666431001NNiH
PO104,Preventing the Snowball Effect: Morgan Stanley’s 10 Principles for Scale FinOps ,"Unchecked consumption can quietly compound into runaway spend. Morgan Stanley shares 10 guiding principles that prevent cost snowballing while enabling innovation. Learn how governance guardrails, real-time monitoring and cross-functional accountability create sustainable cloud economics at enterprise scale.",Maneesh Chhabra; Howard Goldberg,Snowflake,Director FinOps and Value Advisory,Platform & Optimization,Breakout Session,Thursday June 4,12:30 PM - 01:15 PM,45,"Room 213 (Moscone South, Level 2)",Beginner,"AI,Governance,ETL,Cost,Real-time",Data Engineer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO104&tab.sessioncatalogtab=1714168666431001NNiH
WN215T,What’s New: Build and Deploy Apps at Lightning Speed,"Bring your code to your data, and go from ideas to apps in minutes. Snowflake Apps is evolving to bridge the gap between your code and the enterprise data ecosystem. We’ll unveil the launch of native support for modern frontend frameworks like React and showcase new integrations with AI-powered development workflows. Discover how to move from a natural language prompt to a secure, production-ready app in record time, and hear from companies that are already building faster on Snowflake.",Claire Peracchio,Snowflake,Product Marketing Lead,What's New,Theater Session,Thursday June 4,12:30 PM - 12:50 PM,20,"Basecamp South Theater 1 (Basecamp, South Hall A)",Intermediate,"AI,Natural Language",Developer;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN215T&tab.sessioncatalogtab=1714168666431001NNiH
AI255,What's New in Snowflake AI Research,"Snowflake AI Research is focused on delivering high-quality, efficient AI for real enterprise workloads — bridging state-of-the-art research with practical product impact. In this session, we’ll share what’s new across our research agenda, highlighting key directions including model-agent co-design to improve task success and reliability, vertical models specialized for enterprise use cases, and advanced training and inference systems that enhance usability and performance while reducing cost and latency. We’ll also share principles and lessons learned, and how research transitions into production to help teams build trustworthy AI applications on governed data at scale.",Samyam Rajbhandari; Yuxiong He,Snowflake,Sr. Director,AI & ML,Breakout Session,Thursday June 4,12:30 PM - 01:15 PM,45,"Room 159 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Performance,Cost,Search",Data Scientist;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI255&tab.sessioncatalogtab=1714168666431001NNiH
AR215,"Apache Polaris in Practice: Open Catalogs, Open Formats, Open Community","Learn how Apache Polaris is becoming the open catalog layer for every engine and format. Engineers from Snowflake and other organizations will walk through new capabilities including S3-compatible on-prem storage, generic tables, a built-in policy store, audit logs and events, catalog federation and the evolving Polaris REST catalog spec. A customer and a partner will demonstrate how they use and contribute to Polaris, including Delta, Lance format support beyond Iceberg and concrete ways you can get involved.",Vishwa Lakkundi; Lei Xu,Snowflake,Sr manager,Architecture,Breakout Session,Thursday June 4,01:00 PM - 01:45 PM,45,"Room 210 (Moscone South, Level 2)",Intermediate,"Iceberg,RAG",Architect;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR215&tab.sessioncatalogtab=1714168666431001NNiH
AD203,Build REST APIs for your Data Product with Snowpark Container Services,"Data products evolve, and so must their APIs. This session focuses on how Snowflake SPCS empowers developers to host and run data applications, including custom services, directly alongside their data. The core theme is offering your data applications as seamless REST APIs to consumers. We'll show a practical example of wrapping a data product in an API and allowing partners or customers to consume the service instantly via standard HTTP requests, completely bypassing the need for installing connectors and drivers. This approach drastically simplifies consumption and opens new avenues for data monetization and Secure Data Sharing.",Ovi Hutuleac,Snowflake,Solutions Architect,Administration,Theater Session,Thursday June 4,01:00 PM - 01:20 PM,20,"Vertical Village Theater 1 (Basecamp, South Hall A)",Intermediate,"AI,ML,Snowpark,Data Sharing,Container",Data Scientist;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AD203&tab.sessioncatalogtab=1714168666431001NNiH
L5,GROW YOUR CAREER IN THE AGE OF AI - AMA,"The workforce is at a breaking point. Between a volatile tech market and the rise of autonomous AI, the traditional career ladder has been shifting and considered a moving target. But disruption is the greatest catalyst for growth. We are entering the agentic era — a frontier where AI doesn't just assist but acts. This session explores how industry veterans and newcomers alike can stop playing defense, master the art of AI collaboration and pivot their skill sets to thrive in the new economy. Where there is disruption there is massive opportunity. This is the moment to reskill and pivot to meet the demands of the rapidly expanding landscape created by the agentic era. Join Snowflake’s Chief People Officer, Arnnon Geshuri, as he leads a cross-disciplinary panel of luminaries covering venture capital, academia and the economy. They share their insights and answer your questions in an interactive and candid AMA.",Grace Gong; Arnnon Geshuri,Smart Venture Media,Founder & CEO,Lightning Talk,Dev Day Luminary Talk,Thursday June 4,1:00 PM - 1:50 PM,20,,Intermediate,AI,Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=L5&tab.sessioncatalogtab=1714168666431001NNiH
